created_at,screen_name,text,target
Sun Feb 07 06:33:13 +0000 2016,JadduJhappi,RT @HeroMotoCorp: Hero's youth anthem is the latest buzz at #HeroAutoExpo . Check it out  #RideWithMe #Greenovation …,
Sun Feb 07 06:33:19 +0000 2016,ramyavellanki,RT @FordIndia: #ContestAlert: Q1: Watch this video  and tell us what makes #FordPavilion the best of the lot at the …,
Sun Feb 07 06:33:19 +0000 2016,autoXmag,Here are the 5 best launches from the @AutoExpo2016 ---&gt;  ,
Sun Feb 07 06:33:26 +0000 2016,DesadiaKetu,RT @FordIndia: #ContestAlert: Q1: Watch this video  and tell us what makes #FordPavilion the best of the lot at the …,
Sun Feb 07 06:33:29 +0000 2016,rocksrakesh07,@FordIndia @AutoExpo2016 @YouTube #FordPavilion,
Sun Feb 07 06:33:30 +0000 2016,upenk91,RT @HeroMotoCorp: The anti-gravity booth at #HeroAutoExpo seems to be liked by many including #Ranbir . Check him out. #AutoExpo2016 https:…,
Sun Feb 07 06:33:35 +0000 2016,Leg_Peace,RT @HeroMotoCorp: Hero's youth anthem is the latest buzz at #HeroAutoExpo . Check it out  #RideWithMe #Greenovation …,
Sun Feb 07 06:33:37 +0000 2016,ankitlunia2011,@FordIndia @AutoExpo2016 #FordPavilion is a treat to all visitors for its innovative products and technology.,
Sun Feb 07 06:33:43 +0000 2016,InMyLifeeeeee,I liked a @YouTube video  Ford LIVE: Episode 1: Ford Story @ Delhi Auto Expo 2016,
Sun Feb 07 06:33:46 +0000 2016,soodabhinav08,@FordIndia @AutoExpo2016 A1. ALl i can see is Ford mustang :D #FordPavilion,
Sun Feb 07 06:33:49 +0000 2016,kanikagoyal007,The Anthem is really rocking #HeroAutoExpo . Check it out   #RideWithMe #Greenovation #AutoExpo2016 @HeroMotoCorp,
Sun Feb 07 06:33:50 +0000 2016,SomChaterji,New @AudiIN Q7 and A6 Allroad Quattro at @AutoExpo2016 #AutoExpo2016 #AutoExpo ,
Sun Feb 07 06:33:50 +0000 2016,Shubham_096,"@FordIndia @AutoExpo2016 
So many interesting &amp; creative activities?
#FordAtAutoExpo #FordPavilion",
Sun Feb 07 06:33:53 +0000 2016,visal244255,RT @Akkistaan: Huge crowd to catch a glimpse of @akshaykumar sir at @honda2wheelerin stall #AutoExpo2016 #RaceTrackToRoadWithAkshay https:/…,
Sun Feb 07 06:33:57 +0000 2016,kajol_saxena,RT @FordIndia: #ContestAlert: Q1: Watch this video  and tell us what makes #FordPavilion the best of the lot at the …,
Sun Feb 07 06:33:57 +0000 2016,deepak4ualways,RT @Ertigabymaruti: Spreading LUV around here at @AutoExpo2016 #AETMS16 #MarutiSuzukiTransformotion ,
Sun Feb 07 06:34:01 +0000 2016,vuclip,Was @aliaa08 uncomfortable in her thigh-high slit dress at the Auto Expo? #Vuhere for more-  ,
Sun Feb 07 06:34:01 +0000 2016,Being_royals,RT @HeroMotoCorp: The anti-gravity booth at #HeroAutoExpo seems to be liked by many including #Ranbir . Check him out. #AutoExpo2016 https:…,
Sun Feb 07 06:34:04 +0000 2016,Johnson_Ganesh,"@FordIndia @AutoExpo2016 @YouTube Simply Outstanding with the New Innovation !!

#FordPavilion #Contest",
Sun Feb 07 06:34:06 +0000 2016,jvss1996,"@FordIndia @AutoExpo2016 
A1&gt;&gt; Spectacular ranges of cars
#FordPavilion",
Sun Feb 07 06:34:08 +0000 2016,DelhiAkkians,"Huge crowd to catch a glimpse of @akshaykumar sir at @honda2wheelerin stall#AutoExpo2016 
 #RaceTrackToRoadWithAkshay",
Sun Feb 07 06:34:08 +0000 2016,Priyarathod2468,"Planning to visit Auto Expo
Then visit @GoodyearJOJ stall &amp; great chance to win JBL Flip 2 
Click a selfie with astronaut
#GoodYearAtExpo16",
Sun Feb 07 06:34:11 +0000 2016,krishan_kumar_g,Marvelous . does this car also have digital fuel gauge and dash board cam ? ,
Sun Feb 07 06:34:11 +0000 2016,Pooja__G,"@FordIndia @AutoExpo2016 
Lots of interactive and interesting points of engagement.
#FordPavilion",
Sun Feb 07 06:34:11 +0000 2016,Imbhavesh98,RT @FordIndia: #ContestAlert: Q1: Watch this video  and tell us what makes #FordPavilion the best of the lot at the …,
Sun Feb 07 06:34:13 +0000 2016,onlyprathamesh,Various Simulating Activities &amp; Supreme @FordIndia Cars On Display Makes #FordPavilion The Best Of The Lot At The @AutoExpo2016 I Feel!,
Sun Feb 07 06:34:15 +0000 2016,Rajendra9Prasad,RT @FordIndia: #ContestAlert: Q1: Watch this video  and tell us what makes #FordPavilion the best of the lot at the …,
Sun Feb 07 06:34:16 +0000 2016,PratishV,"@FordIndia @AutoExpo2016 
Amazing looks and features makes the #FordPavilion best of the lot at autoexpo 2016",
Sun Feb 07 06:34:19 +0000 2016,umangjain9,RT @TVSMotor: The Predator starts hunting. TVS Akula 310 wins the NDTV award for 'Best concept bike of Auto Expo 2016' Watch: ,
Sun Feb 07 06:34:22 +0000 2016,PratishV,"@FordIndia @AutoExpo2016 
Amazing looks and features makes the #FordPavilion best of the lot at autoexpo 2016

.",
Sun Feb 07 06:34:24 +0000 2016,upenk91,RT @HeroMotoCorp: Xtreme got more enthralling at #HeroAutoExpo . Check it out the new Xtreme 200S here  #Greenovatio…,
Sun Feb 07 06:34:28 +0000 2016,ns_verma,RT @FordIndia: #ContestAlert: Q1: Watch this video  and tell us what makes #FordPavilion the best of the lot at the …,
Sun Feb 07 06:34:35 +0000 2016,arvindr3,RT @FordIndia: #ContestAlert: Q1: Watch this video  and tell us what makes #FordPavilion the best of the lot at the …,
Sun Feb 07 06:34:36 +0000 2016,dhawallsh,RT @FordIndia: #ContestAlert: Q1: Watch this video  and tell us what makes #FordPavilion the best of the lot at the …,
Sun Feb 07 06:34:40 +0000 2016,jvss1996,"@FordIndia @AutoExpo2016 
A1&gt;&gt; Virtual mustang car experience 
#FordPavilion",
Sun Feb 07 06:34:41 +0000 2016,987_jain,RT @Akkistaan: Huge crowd to catch a glimpse of @akshaykumar sir at @honda2wheelerin stall #AutoExpo2016 #RaceTrackToRoadWithAkshay https:/…,
Sun Feb 07 06:34:42 +0000 2016,coool_kashish,RT @Ertigabymaruti: Spreading LUV around here at @AutoExpo2016 #AETMS16 #MarutiSuzukiTransformotion ,
Sun Feb 07 06:34:45 +0000 2016,bhaveshmb3,RT @FordIndia: #ContestAlert: Q1: Watch this video  and tell us what makes #FordPavilion the best of the lot at the …,
Sun Feb 07 06:34:46 +0000 2016,naveenarul,"RT @AutoExpo2016: If #BumbleBee was a bike, then @honda2wheelerin #navi would have been a right fit. Check it out at #AETMS16. …",
Sun Feb 07 06:34:52 +0000 2016,zutshi_anil,RT @India_Yamaha: Bollywood heartthrob @TheJohnAbraham unveiled the new Roadster Motard – #Yamaha #MT09 at the #AutoExpo2016 #WeRYoung http…,
Sun Feb 07 06:34:58 +0000 2016,Being_royals,RT @HeroMotoCorp: Presenting the all new Hero XF3R . Check it out  #HeroAutoExpo #Greenovation #AutoExpo2016,
Sun Feb 07 06:35:03 +0000 2016,shrey_RCBian,Planning to visit Auto Expo Then visit @GoodyearJOJ stall. A chance to win JBL Flip. Click selfie with astronaut #GoodYearAtEXPO16.,
Sun Feb 07 06:35:04 +0000 2016,SomChaterji,@AudiIN New Q7 and A6 Allroad Quattro at @AutoExpo2016 #AutoExpo2016 #AutoExpo ,
Sun Feb 07 06:35:04 +0000 2016,Rajendra9Prasad,"@FordIndia @AutoExpo2016 @YouTube 
So many interesting &amp; creative activities?
#FordAtAutoExpo #FordPavilion",
Sun Feb 07 06:35:08 +0000 2016,vrsvno,@FordIndia @AutoExpo2016 They really giving impotance to customer satisfaction &amp; there seems to be many happy faces #FordPavilion,
Sun Feb 07 06:35:07 +0000 2016,motorcruze,Fiat Punto Pure Edition launched in India at 2016 Auto Expo -  ,
Sun Feb 07 06:35:09 +0000 2016,PratishV,"@FordIndia @AutoExpo2016 
Ans1) Amazing looks , features &amp; innovation makes the #FordPavilion best of the lot at autoexpo 2016",
Sun Feb 07 06:35:10 +0000 2016,kunalgupta09,"Don't forget to visit @NexaExperience at @AutoExpo2016 , all the action is happening over there! #TechnologyTransformotion",
Sun Feb 07 06:35:10 +0000 2016,bikash_ds,RT @Akkistaan: Crowd gathering to catch a glimpse of @akshaykumar at @honda2wheelerin #AutoExpo2016 #RaceTrackToRoadWithAkshay …,
Sun Feb 07 06:35:12 +0000 2016,vrsvno,RT @FordIndia: #ContestAlert: Q1: Watch this video  and tell us what makes #FordPavilion the best of the lot at the …,
Sun Feb 07 06:35:12 +0000 2016,Starz_311,@FordIndia @AutoExpo2016 Q1. Because it sure will tempt you to stop and have a second look #FordPavilion,
Sun Feb 07 06:35:16 +0000 2016,JavellaTreasure,RT @shrey_RCBian: Planning to visit Auto Expo Then visit @GoodyearJOJ stall. A chance to win JBL Flip. Click selfie with astronaut #GoodYea…,
Sun Feb 07 06:35:18 +0000 2016,im_ms18,"RT @TOIAuto: Off-beat cars coming to the Auto Expo 2016
 ",
Sun Feb 07 06:35:19 +0000 2016,Leg_Peace,"@HeroMotoCorp Do whatever you want to do but watch the anthem.
#HeroAutoExpo
 #Greenovation #AutoExpo2016",
Sun Feb 07 06:35:20 +0000 2016,Ishan172,@FordIndia @AutoExpo2016 ohh Wow All New Ford Mustang looking Awesome and Logo Also..!!! #FordPavilion,
Sun Feb 07 06:35:20 +0000 2016,itsspravin,RT @FordIndia: #ContestAlert: Q1: Watch this video  and tell us what makes #FordPavilion the best of the lot at the …,
Sun Feb 07 06:35:21 +0000 2016,Shubham_096,"@FordIndia @AutoExpo2016 
Whole lot of fun games and activities for entire family ???
#FordPavilion",
Sun Feb 07 06:35:21 +0000 2016,DesadiaKetu,"@FordIndia @AutoExpo2016 @YouTube  Studio ford, which seems like an awesome innovation and a treat to all visitors :) Kudos  #FordPavillion",
Sun Feb 07 06:35:22 +0000 2016,Rajendra9Prasad,"@FordIndia @AutoExpo2016 @YouTube
So many interesting &amp; creative activities?
#FordAtAutoExpo #FordPavilion 1",
Sun Feb 07 06:35:24 +0000 2016,shah_himanshu,"@FordIndia @AutoExpo2016 @YouTube #FordPavilion 
A1) Best presentation,interactive,innovative, all visitors best treat .",
Sun Feb 07 06:35:27 +0000 2016,shah_himanshu,"@FordIndia @AutoExpo2016 @YouTube #FordPavilion 
A1) Best presentation,interactive,innovative, all visitors best treat ..",
Sun Feb 07 06:35:28 +0000 2016,mymamasboy93,"@FordIndia @AutoExpo2016 A1 Virtual
mustang car experience #FordPavilion",
Sun Feb 07 06:35:30 +0000 2016,jjoshi294,RT @FordIndia: #ContestAlert: Q1: Watch this video  and tell us what makes #FordPavilion the best of the lot at the …,
Sun Feb 07 06:35:30 +0000 2016,sandeep_447,RT @Ertigabymaruti: Spreading LUV around here at @AutoExpo2016 #AETMS16 #MarutiSuzukiTransformotion ,
Sun Feb 07 06:35:31 +0000 2016,shah_himanshu,"@FordIndia @AutoExpo2016 @YouTube #FordPavilion 
A1) Best presentation,interactive,innovative, all visitors best treat ....",
Sun Feb 07 06:35:32 +0000 2016,saraf_silky,RT @HeroMotoCorp: Xtreme got more enthralling at #HeroAutoExpo . Check it out the new Xtreme 200S here  #Greenovatio…,
Sun Feb 07 06:35:33 +0000 2016,Rajendra9Prasad,"@FordIndia @AutoExpo2016 @YouTube
So many interesting &amp; creative activities?
#FordAtAutoExpo #FordPavilion 2",
Sun Feb 07 06:35:33 +0000 2016,jvss1996,"@FordIndia @AutoExpo2016 
A1&gt;&gt; Creation in innovation makes #FordPavilion the best.",
Sun Feb 07 06:35:35 +0000 2016,shah_himanshu,"@FordIndia @AutoExpo2016 @YouTube #FordPavilion 
A1) Best presentation,interactive,innovative, all visitors best treat .....",
Sun Feb 07 06:35:36 +0000 2016,Imbhavesh98,Answer.1)  @FordIndia @AutoExpo2016 ,
,,,
,,,
Sun Feb 07 06:35:41 +0000 2016,subha1975,"@FordIndia @AutoExpo2016 @YouTube 
#ContestAlert#FordPavilion
 Wow",
Sun Feb 07 06:35:42 +0000 2016,vishpeele,RT @HeroMotoCorp: Xtreme got more enthralling at #HeroAutoExpo . Check it out the new Xtreme 200S here  #Greenovatio…,
Sun Feb 07 06:35:42 +0000 2016,InMyLifeeeeee,"@FordIndia #FordPavilion Amazing place, house of entertainment, tent of technology &amp; innovation. Spacious MUSTANG! @AutoExpo2016",
Sun Feb 07 06:35:45 +0000 2016,Rajendra9Prasad,"@FordIndia @AutoExpo2016 @YouTube
So many interesting &amp; creative activities?
#FordAtAutoExpo #FordPavilion 3",
Sun Feb 07 06:35:45 +0000 2016,Imbhavesh98,Answer.1)  @FordIndia @AutoExpo2016 ,
,,,
,,,
Sun Feb 07 06:35:47 +0000 2016,pkiixjt4, check this page out ,
Sun Feb 07 06:35:48 +0000 2016,ns_verma,RT @HeroMotoCorp: #HeroMaestroEdge adds another feather to its cap. Wins Scooter of the Year at ZGnition Awards. #AutoExpo2016 …,
Sun Feb 07 06:35:50 +0000 2016,shrey_RCBian,RT @FordIndia: #ContestAlert: Q1: Watch this video  and tell us what makes #FordPavilion the best of the lot at the …,
Sun Feb 07 06:35:53 +0000 2016,vikramkumarrrr,RT @NexaExperience: It's time to rise Above The Ordinary! Catch the #SCrossLE at the @AutoExpo2016 #MarutiSuzukiTransformotion …,
Sun Feb 07 06:35:55 +0000 2016,SnehalataJ,RT @FordIndia: #ContestAlert: Q1: Watch this video  and tell us what makes #FordPavilion the best of the lot at the …,
Sun Feb 07 06:35:56 +0000 2016,Rajendra9Prasad,"@FordIndia @AutoExpo2016 @YouTube
So many interesting &amp; creative activities?
#FordAtAutoExpo #FordPavilion 4",
Sun Feb 07 06:35:57 +0000 2016,AnitSridharan,RT @FordIndia: #ContestAlert: Q1: Watch this video  and tell us what makes #FordPavilion the best of the lot at the …,
Sun Feb 07 06:35:59 +0000 2016,Imbhavesh98,Answer.1)  @FordIndia @AutoExpo2016 ,
,,,
,,,
Sun Feb 07 06:36:04 +0000 2016,vrsvno,"@FordIndia @AutoExpo2016 Brilliant activities, perfect exhibiting &amp; showcasing of innovations #FordPavilion",
Sun Feb 07 06:36:04 +0000 2016,Rajendra9Prasad,"@FordIndia @AutoExpo2016 @YouTube
So many interesting &amp; creative activities?
#FordAtAutoExpo #FordPavilion 5",
Sun Feb 07 06:36:06 +0000 2016,ankit_choudhryy,"@FordIndia @AutoExpo2016 
Interesting and innovative activities at ford studio!

#FordPavilion",
Sun Feb 07 06:36:06 +0000 2016,Gowthaman_csk,RT @FordIndia: #ContestAlert: Q1: Watch this video  and tell us what makes #FordPavilion the best of the lot at the …,
Sun Feb 07 06:36:08 +0000 2016,deepakmobility,New delhi auto expo report and gallery #AutoExpo2016 ,
Sun Feb 07 06:36:08 +0000 2016,Imbhavesh98,Answer.1)  @FordIndia @AutoExpo2016 ,
,,,
,,,
Sun Feb 07 06:36:11 +0000 2016,NinadDon2,RT @TeamAkshay: Catch Akshay sir today at @honda2wheelerin stall at #AutoExpo2016. #RaceTrackToRoadWithAkshay,
Sun Feb 07 06:36:12 +0000 2016,Rajendra9Prasad,"@FordIndia @AutoExpo2016 @YouTube
So many interesting &amp; creative activities?
#FordAtAutoExpo #FordPavilion 6",
Sun Feb 07 06:36:15 +0000 2016,Swaty_Here,RT @FordIndia: #ContestAlert: Q1: Watch this video  and tell us what makes #FordPavilion the best of the lot at the …,
Sun Feb 07 06:36:16 +0000 2016,ExhibitPlace,"RT @AutoExpo2016: Make your Sunday a fun day by visiting the hottest stop in Greater Noida, Auto Expo - The Motor Show 2016! #AETMS16 https…",
Sun Feb 07 06:36:17 +0000 2016,Imbhavesh98,Answer.1)  @FordIndia @AutoExpo2016 ,
,,,
,,,
Sun Feb 07 06:36:20 +0000 2016,Rajendra9Prasad,"@FordIndia @AutoExpo2016 @YouTube
So many interesting &amp; creative activities?
#FordAtAutoExpo #FordPavilion 7",
Sun Feb 07 06:36:22 +0000 2016,loncha5215,RT @Ertigabymaruti: Spreading LUV around here at @AutoExpo2016 #AETMS16 #MarutiSuzukiTransformotion ,
Sun Feb 07 06:36:22 +0000 2016,jjoshi294,@FordIndia @AutoExpo2016 the interactive tv studio and also Ford Mustang #FordPavilion #Contest,
Sun Feb 07 06:36:22 +0000 2016,zubby_44,RT @HeroMotoCorp: The anti-gravity booth at #HeroAutoExpo seems to be liked by many including #Ranbir . Check him out. #AutoExpo2016 https:…,
Sun Feb 07 06:36:23 +0000 2016,alexguiarebello,"@FordIndia @AutoExpo2016 @YouTube
Simply Outstanding with the New Cutting Edge Technology and Brilliant Innovation !!
#FordPavilion #Contest",
Sun Feb 07 06:36:26 +0000 2016,zubby_44,RT @HeroMotoCorp: Hero's youth anthem is the latest buzz at #HeroAutoExpo . Check it out  #RideWithMe #Greenovation …,
Sun Feb 07 06:36:27 +0000 2016,Rajendra9Prasad,"@FordIndia @AutoExpo2016 @YouTube
So many interesting &amp; creative activities?
#FordAtAutoExpo #FordPavilion 8",
Sun Feb 07 06:36:28 +0000 2016,AadarshBalak,@HeroMotoCorp the looks r really awesome &amp; great of the All New Hero XF3R   #HeroAutoExpo #Greenovation #AutoExpo2016,
Sun Feb 07 06:36:29 +0000 2016,zubby_44,RT @HeroMotoCorp: Presenting the all new Hero XF3R . Check it out  #HeroAutoExpo #Greenovation #AutoExpo2016,
Sun Feb 07 06:36:32 +0000 2016,Rajendra9Prasad,"@FordIndia @AutoExpo2016 @YouTube
So many interesting &amp; creative activities?
#FordAtAutoExpo #FordPavilion 9",
Sun Feb 07 06:36:32 +0000 2016,zubby_44,RT @HeroMotoCorp: Xtreme got more enthralling at #HeroAutoExpo . Check it out the new Xtreme 200S here  #Greenovatio…,
Sun Feb 07 06:36:33 +0000 2016,fajadwet,RT @FordIndia: #ContestAlert: Q1: Watch this video  and tell us what makes #FordPavilion the best of the lot at the …,
Sun Feb 07 06:36:33 +0000 2016,ankit_choudhryy,"@FordIndia @AutoExpo2016 
Ford Mustang Is Love!

#FordPavilion ",
Sun Feb 07 06:36:33 +0000 2016,dee_deepak2000,Auto Expo 2016 picture gallery @  Exciting new launches of the hottest Cars!!! ,
Sun Feb 07 06:36:33 +0000 2016,genioussurfers,"@FordIndia @AutoExpo2016 @YouTube #FordPavilion A1) Best presentation,interactive,innovative, all visitors best treat ....",
Sun Feb 07 06:36:34 +0000 2016,harsh253264,attending Auto Expo - The Motor Show at Auto Expo - The Motor Show 2016 ,
Sun Feb 07 06:36:34 +0000 2016,_manukaushal,"@FordIndia @AutoExpo2016 A1. Interactive TV Studio ~ Live around the Globe, Mustang Challenge ~ Fantastically executed. #FordPavilion",
Sun Feb 07 06:36:38 +0000 2016,AnitSridharan,"@FordIndia @AutoExpo2016 #FordPavilion Studio ford, it seems like an awesome innovation and a treat to all visitors.",
Sun Feb 07 06:36:40 +0000 2016,Blingy_Raftaar,RT @Akkistaan: Huge crowd to catch a glimpse of @akshaykumar sir at @honda2wheelerin stall #AutoExpo2016 #RaceTrackToRoadWithAkshay https:/…,
Sun Feb 07 06:36:40 +0000 2016,shah_himanshu,"@FordIndia @AutoExpo2016 @YouTube #FordPavilion 
A1) Best presentation,interactive,innovative, all visitors best treat ,Activities",
Sun Feb 07 06:36:42 +0000 2016,Rajendra9Prasad,"@FordIndia @AutoExpo2016 @YouTube
So many interesting &amp; creative activities?
#FordAtAutoExpo #FordPavilion 10",
Sun Feb 07 06:36:43 +0000 2016,Lovely_Sathish,RT @HeroMotoCorp: The anti-gravity booth at #HeroAutoExpo seems to be liked by many including #Ranbir . Check him out. #AutoExpo2016 https:…,
Sun Feb 07 06:36:44 +0000 2016,imAnandChavan,RT @HeroMotoCorp: #HeroMaestroEdge adds another feather to its cap. Wins Scooter of the Year at ZGnition Awards. #AutoExpo2016 …,
Sun Feb 07 06:36:44 +0000 2016,shah_himanshu,"@FordIndia @AutoExpo2016 @YouTube #FordPavilion 
A1) Best presentation,interactive,innovative, all visitors best treat ,Activities ..",
Sun Feb 07 06:36:45 +0000 2016,sarathkevinjoy,RT @Ertigabymaruti: Spreading LUV around here at @AutoExpo2016 #AETMS16 #MarutiSuzukiTransformotion ,
Sun Feb 07 06:36:48 +0000 2016,shah_himanshu,"@FordIndia @AutoExpo2016 @YouTube #FordPavilion 
A1) Best presentation,interactive,innovative, all visitors best treat ,Activities ...",
Sun Feb 07 06:36:49 +0000 2016,SnehalataJ,"@FordIndia @AutoExpo2016 @YouTube #FordPavilion    I cud see  magical ford mustang 
#FordPavilion",
Sun Feb 07 06:36:50 +0000 2016,genioussurfers,"@FordIndia @AutoExpo2016 @YouTube #FordPavilion A1) Best presentation,interactive,innovative, all visitors best treat ..",
Sun Feb 07 06:36:53 +0000 2016,shah_himanshu,"@FordIndia @AutoExpo2016 @YouTube #FordPavilion 
A1) Best presentation,interactive,innovative, all visitors best treat ,Activities ....",
Sun Feb 07 06:36:55 +0000 2016,HDoreward, Search for the hottest music trends and more ,
Sun Feb 07 06:36:56 +0000 2016,Swaty_Here,@FordIndia @AutoExpo2016 Ford Mustang in the Ford Studio. Double delight #FordPavilion,
Sun Feb 07 06:36:59 +0000 2016,xbswgkjo2, Check this review page out on the newest gadgets 2016 ,
Sun Feb 07 06:36:59 +0000 2016,genioussurfers,"@FordIndia @AutoExpo2016 @YouTube #FordPavilion A1) Best presentation,interactive,innovative, all visitors best treat .",
Sun Feb 07 06:37:00 +0000 2016,Bondhu_Bongo,"Here is the first question, answer &amp; win big! #FordPavilion ",
Sun Feb 07 06:37:00 +0000 2016,Anmol_77,@FordIndia @AutoExpo2016 @YouTube the technology and any body's reach to the car makes #FordPavilion the best one in Auto expo,
Sun Feb 07 06:37:01 +0000 2016,Anmol_77,RT @FordIndia: #ContestAlert: Q1: Watch this video  and tell us what makes #FordPavilion the best of the lot at the …,
Sun Feb 07 06:37:04 +0000 2016,PratishV,"@FordIndia @AutoExpo2016 
Ans1) interesting and creative activities for customers makes the #FordPavilion best of the lot at autoexpo 2016",
Sun Feb 07 06:37:05 +0000 2016,coool_kashish,RT @FordIndia: #ContestAlert: Q1: Watch this video  and tell us what makes #FordPavilion the best of the lot at the …,
Sun Feb 07 06:37:05 +0000 2016,abhilaashaS,RT @FordIndia: #ContestAlert: Q1: Watch this video  and tell us what makes #FordPavilion the best of the lot at the …,
Sun Feb 07 06:37:06 +0000 2016,itsspravin,"@FordIndia @AutoExpo2016 
Amazing features ,Mesmerizing design, classic looks and wide range makes it divine!
#FordPavilion",
Sun Feb 07 06:37:09 +0000 2016,alexguiarebello,"@FordIndia @AutoExpo2016 @YouTube 
Cutting Edge Technology of Tomorrow now available Today 
#FordPavilion #Contest",
Sun Feb 07 06:37:11 +0000 2016,PratishV,"@FordIndia @AutoExpo2016 
Ans1) interesting and creative activities for customers makes the #FordPavilion best of the lot at autoexpo 2016
.",
Sun Feb 07 06:37:12 +0000 2016,SouLSteer,"@MercedesBenzInd G 500 4×4² is the top #SUV of #AutoExpo2016 #AETMS16 #MercedesBenz

 ",
Sun Feb 07 06:37:15 +0000 2016,iaditya11,@FordIndia @autoexpo2016 A1) The Shine Of Care and Brand Amesiters Make It Loot Of Special #FordPavilion,
Sun Feb 07 06:37:16 +0000 2016,deepadhan,RT @FordIndia: #ContestAlert: Q1: Watch this video  and tell us what makes #FordPavilion the best of the lot at the …,
Sun Feb 07 06:37:16 +0000 2016,ankit_choudhryy,"@FordIndia @AutoExpo2016 
Innovation at its best!

#FordPavilion",
Sun Feb 07 06:37:16 +0000 2016,ChandanEd,@FordIndia @AutoExpo2016 @YouTube Ford Mustang looks Absolutely Stunning #FordPavillion,
Sun Feb 07 06:37:17 +0000 2016,PratishV,"@FordIndia @AutoExpo2016 
Ans1) interesting and creative activities for customers makes the #FordPavilion best of the lot at autoexpo 2016
?",
Sun Feb 07 06:37:19 +0000 2016,VirenderAkki,"RT @DelhiAkkians: Huge crowd to catch a glimpse of @akshaykumar sir at @honda2wheelerin stall#AutoExpo2016 
 #RaceTr…",
Sun Feb 07 06:37:20 +0000 2016,VinayakSharma19,RT @HeroMotoCorp: #HeroMaestroEdge adds another feather to its cap. Wins Scooter of the Year at ZGnition Awards. #AutoExpo2016 …,
Sun Feb 07 06:37:22 +0000 2016,vrsvno,@FordIndia @AutoExpo2016 Brilliant Technology which gave more fun to satisfy the customer  #FordPavilion,
Sun Feb 07 06:37:25 +0000 2016,imAnandChavan,RT @Toyota_India: Weekend tune at @AutoExpo2016 is all about #ToyotaPremiumSUV. Be part of this experience at Hall 9 #ToyotaAtAutoExpo http…,
Sun Feb 07 06:37:26 +0000 2016,Tweet_Buddy4U,RT @FordIndia: #ContestAlert: Q1: Watch this video  and tell us what makes #FordPavilion the best of the lot at the …,
Sun Feb 07 06:37:26 +0000 2016,Swaty_Here,@FordIndia @AutoExpo2016 2. Engaging audience on the expo and digitally as well makes it unique #FordPavilion,
Sun Feb 07 06:37:27 +0000 2016,zubby_44,"@HeroMotoCorp Stunning video, loved it #HeroAutoExpo   #RideWithMe #Greenovation #AutoExpo2016",
Sun Feb 07 06:37:30 +0000 2016,kunalgupta09,Head over to @NexaExperience and Experience the #TechnologyTransformotion at @AutoExpo2016,
Sun Feb 07 06:37:30 +0000 2016,imAnandChavan,RT @Toyota_India: Scintillating performance worth a SuperStar for our SuperStar. #ToyotaAtAutoExpo @AutoExpo2016 ,
Sun Feb 07 06:37:31 +0000 2016,karanhamav,RT @anandmahindra: So how many of you think we should make this a production car? What engine capacity? At what prIce? ,
Sun Feb 07 06:37:34 +0000 2016,iaditya11,@FordIndia @autoexpo2016 A1) The Shine Of Care and Brand Amesiters Make It Loot Of Special #FordPavilion ;-),
Sun Feb 07 06:37:36 +0000 2016,bhaveshmb3,"@FordIndia @AutoExpo2016 
A1) All New Ford Figo 
#FordPavilion",
Sun Feb 07 06:37:39 +0000 2016,imAnandChavan,RT @Toyota_India: A sneak peek into what's happening in our booth at @AutoExpo2016. Join the fun with #ToyotaAtAutoExpo. Hall #9 .…,
Sun Feb 07 06:37:41 +0000 2016,MBEnthusiasts,"#MercedesBenz AR Rahman with Mercedes-Benz launches `ProjectX` at Auto Expo 2016: Mumbai, Feb 7 (A...  #Auto #Cars",
Sun Feb 07 06:37:43 +0000 2016,imAnandChavan,"RT @Toyota_India: Make sure you greet our Safety Mascot, THUMS &amp; get a selfie clicked to WIN exciting prizes @AutoExpo2016 ",
Sun Feb 07 06:37:43 +0000 2016,PratishV,"@FordIndia @AutoExpo2016 
Ans1) interesting and creative activities for customers makes the #FordPavilion best of the lot at autoexpo 2016
!",
Sun Feb 07 06:37:45 +0000 2016,soodabhinav08,RT @FordIndia: #ContestAlert: Q1: Watch this video  and tell us what makes #FordPavilion the best of the lot at the …,
Sun Feb 07 06:37:46 +0000 2016,imAnandChavan,RT @Toyota_India: Make sure you experience the Safety Simulator at Toyota pavilion #9. @AutoExpo2016 #ToyotaAtAutoExpo ,
Sun Feb 07 06:37:48 +0000 2016,PratishV,"@FordIndia @AutoExpo2016 
Ans1) interesting and creative activities for customers makes the #FordPavilion best of the lot at autoexpo 2016
'",
Sun Feb 07 06:37:48 +0000 2016,imAnandChavan,RT @Toyota_India: Visit us at @AutoExpo2016 Hall #9 to experience the new wave of mobility. #ToyotaAtAutoExpo ,
Sun Feb 07 06:37:50 +0000 2016,sachin10k,RT @MercedesBenzInd: Can't make it to Auto Expo? Catch the Virtual Tour of our Pavilion now #BestKeepWinning  https:…,
Sun Feb 07 06:37:52 +0000 2016,Tweet_Buddy4U,@FordIndia @AutoExpo2016 @YouTube A1: Innovations all around  #FordPavilion,
Sun Feb 07 06:37:53 +0000 2016,PratishV,"@FordIndia @AutoExpo2016 
Ans1) interesting and creative activities for customers makes the #FordPavilion best of the lot at autoexpo 2016
/",
